FID,FID_,ComuneCata,TipoColtur,Variet_,Bodenart__,Humus____,pH_Wert__i,Karbonate_,Kalkbedarf,Phosphat__,Kali__K_O_,Magnesium_,Bor__B__im,Mangan__Mn,Kupfer__Cu,Zink__Zn__,NUM,ID_string,ID_suolo,Num_Soil,Soil_newCl,Schluff,Tonig,Sand,x_Coord,y_Coord
100,100,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3,7.3,+  geringer bis mittlerer Karbonatgehalt,0,12,17,33,0.83,81,13,9,3742,36,Limoso argilloso,36,toniger Schluff,75,15,10,673103,5152245
101,101,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,1.9,7.2,+  geringer bis mittlerer Karbonatgehalt,0,6,10,48,1.12,91,12,6,3705/38,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,672557,5152279
102,102,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,1.9,7.2,+  geringer bis mittlerer Karbonatgehalt,0,6,10,48,1.12,91,12,6,3705/37,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,672535,5152267
103,103,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,toniger Schluff,4,7.2,++  hoher Karbonatgehalt,0,10,24,33,1.51,51,17,11,3705/36,36,Limoso argilloso,36,toniger Schluff,75,15,10,672512,5152253
104,104,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,toniger Schluff,4,7.2,++  hoher Karbonatgehalt,0,10,24,33,1.51,51,17,11,3705/35,36,Limoso argilloso,36,toniger Schluff,75,15,10,672489,5152240
105,105,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,toniger Schluff,4,7.2,++  hoher Karbonatgehalt,0,10,24,33,1.51,51,17,11,3705/34,36,Limoso argilloso,36,toniger Schluff,75,15,10,672477,5152232
106,106,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,1.2,7.3,+  geringer bis mittlerer Karbonatgehalt,0,16,16,24,0.75,57,42,11,3746,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673225,5152262
107,107,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,schluffiger Sand,1.9,6.8,+  geringer bis mittlerer Karbonatgehalt,0,43,18,27,0.82,31,46,25,3766,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673639,5152232
108,108,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3.8,7.2,++  hoher Karbonatgehalt,0,21,14,38,1.34,42,17,10,3705/48,36,Limoso argilloso,36,toniger Schluff,75,15,10,672704,5152209
109,109,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,sandiger Schluff,2.8,7.4,++  hoher Karbonatgehalt,0,11,8,29,0.57,32,13,5,3719/10,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,672987,5152218
110,110,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3.8,7.2,++  hoher Karbonatgehalt,0,21,14,38,1.34,42,17,10,3705/49,36,Limoso argilloso,36,toniger Schluff,75,15,10,672716,5152192
111,111,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2.9,7.3,++  hoher Karbonatgehalt,0,8,18,25,0.4,21,12,5,3695/22,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,671892,5152226
112,112,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3.8,7.2,++  hoher Karbonatgehalt,0,21,14,38,1.34,42,17,10,3705/50,36,Limoso argilloso,36,toniger Schluff,75,15,10,672731,5152174
113,113,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schwach lehmiger Sand,3.3,7,++  hoher Karbonatgehalt,0,35,28,27,1.32,42,36,31,3790/1,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,673749,5152167
114,114,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schwach lehmiger Sand,2.2,7,++  hoher Karbonatgehalt,0,17,19,26,0.76,0,38,39,3793,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,673854,5152145
115,115,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schluffiger Sand,2.9,7.3,++  hoher Karbonatgehalt,0,8,18,25,0.4,21,12,5,3695/21,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,671919,5152190
116,116,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3.8,7.2,++  hoher Karbonatgehalt,0,21,14,38,1.34,42,17,10,3705/51,36,Limoso argilloso,36,toniger Schluff,75,15,10,672743,5152156
117,117,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.6,6.9,+  geringer bis mittlerer Karbonatgehalt,0,32,26,33,1.11,54,23,20,3748/2,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673146,5152178
118,118,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.6,6.9,+  geringer bis mittlerer Karbonatgehalt,0,32,26,33,1.11,54,23,20,3748/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673189,5152181
119,119,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3.8,7.2,++  hoher Karbonatgehalt,0,21,14,38,1.34,42,17,10,3705/52,36,Limoso argilloso,36,toniger Schluff,75,15,10,672756,5152138
120,120,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,1.2,7.3,+  geringer bis mittlerer Karbonatgehalt,0,16,16,24,0.75,57,42,11,3747,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673197,5152072
121,121,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.6,6.9,+  geringer bis mittlerer Karbonatgehalt,0,32,26,33,1.11,54,23,20,3749/6,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673107,5152075
122,122,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser sandiger Schluff,4.4,7.1,+  geringer bis mittlerer Karbonatgehalt,0,16,7,39,0.91,72,65,24,3749/1,9,mediamente dotato di humus Limoso sabbioso,9,sandiger Schluff,65,5,30,673071,5152076
123,123,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3.8,7.2,++  hoher Karbonatgehalt,0,21,14,38,1.34,42,17,10,3705/53,36,Limoso argilloso,36,toniger Schluff,75,15,10,672770,5152118
124,124,609 - Eppan a.d.Weinstrasse,01 - Obstbau,23 - Golden Delicious,schluffiger Sand,0.8,7.2,++  hoher Karbonatgehalt,0,11,14,16,0.38,39,15,5,3764,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673564,5152100
125,125,609 - Eppan a.d.Weinstrasse,01 - Obstbau,26 - Granny Smith,schluffig lehmiger Sand,3.1,7,++  hoher Karbonatgehalt,0,23,23,35,0.87,118,28,15,3695/19,21,Sabbioso franco limoso,21,lehmiger Sand,45,12,43,671990,5152133
126,126,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,3.8,7.2,++  hoher Karbonatgehalt,0,21,14,38,1.34,42,17,10,3705/54,36,Limoso argilloso,36,toniger Schluff,75,15,10,672781,5152102
127,127,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,sandiger Schluff,3.8,6.9,+  geringer bis mittlerer Karbonatgehalt,0,26,10,42,0.87,129,19,14,3719/13,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673026,5152116
128,128,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,2.5,7,+  geringer bis mittlerer Karbonatgehalt,0,18,14,37,1.25,103,13,9,3705/55,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,672796,5152085
129,129,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,1.2,7.3,+  geringer bis mittlerer Karbonatgehalt,0,16,16,24,0.75,57,42,11,3748/3,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673171,5152132
130,130,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,1.2,7.3,+  geringer bis mittlerer Karbonatgehalt,0,16,16,24,0.75,57,42,11,3748/5,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673174,5152046
131,131,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.6,6.9,+  geringer bis mittlerer Karbonatgehalt,0,32,26,33,1.11,54,23,20,3748/4,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673144,5152075
132,132,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,sandiger Schluff,2.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,31,27,37,1.19,89,50,39,3807/8,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674040,5152095
133,133,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,sandiger Schluff,2.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,31,27,37,1.19,89,50,39,3807/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674001,5152084
134,134,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schwach lehmiger Sand,2.2,7,++  hoher Karbonatgehalt,0,17,19,26,0.76,0,38,39,3796,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,673869,5152065
135,135,609 - Eppan a.d.Weinstrasse,01 - Obstbau,26 - Granny Smith,toniger Schluff,2.3,7,++  hoher Karbonatgehalt,0,14,24,22,0.58,22,46,13,3805,36,Limoso argilloso,36,toniger Schluff,75,15,10,673908,5152055
136,136,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,sandiger Schluff,3.7,7.1,++  hoher Karbonatgehalt,0,19,13,37,1.02,52,14,8,3705/58,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,672842,5152022
137,137,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,sandiger Schluff,2.9,6.9,+  geringer bis mittlerer Karbonatgehalt,0,31,27,37,1.19,89,50,39,3808/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673966,5152070
138,138,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,schluffiger Sand,1.7,6.7,+  geringer bis mittlerer Karbonatgehalt,0,23,26,24,0.66,46,95,23,3807/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674030,5152051
139,139,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,lehmiger Sand,2.7,7,++  hoher Karbonatgehalt,0,38,25,24,1.2,53,68,22,3762/2,17,Sabbioso franco,17,lehmiger Sand,30,20,50,673609,5151988
140,140,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,schluffiger Sand,1.7,6.7,+  geringer bis mittlerer Karbonatgehalt,0,23,26,24,0.66,46,95,23,3808/2,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674007,5152039
141,141,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,schluffiger Sand,1.5,7,+  geringer bis mittlerer Karbonatgehalt,0,22,14,19,0.89,56,59,25,3810,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674057,5151970
142,142,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,3.8,7,++  hoher Karbonatgehalt,0,25,31,26,0.92,32,68,40,3803,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673910,5151984
143,143,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,1.2,7,++  hoher Karbonatgehalt,0,20,20,27,0.55,42,35,10,3749/4,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673187,5151973
144,144,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,1.2,7,++  hoher Karbonatgehalt,0,20,20,27,0.55,42,35,10,3750,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,673219,5151974
145,145,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,sandiger Schluff,3,7.2,++  hoher Karbonatgehalt,0,23,26,18,1.23,21,16,10,3719/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673182,5151881
146,146,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,toniger Schluff,2.9,7,+  geringer bis mittlerer Karbonatgehalt,0,32,48,54,2.03,139,37,19,3749/3,36,Limoso argilloso,36,toniger Schluff,75,15,10,673187,5151965
147,147,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.8,6.8,+  geringer bis mittlerer Karbonatgehalt,0,27,28,33,1.19,71,61,38,3811,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673954,5151905
148,148,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,lehmiger Sand,2.4,7.2,+++  sehr hoher Karbonatgehalt,0,26,14,23,0.55,19,18,7,3695/15,17,Sabbioso franco,17,lehmiger Sand,30,20,50,672254,5151920
149,149,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,schluffiger Sand,0.5,7.1,+  geringer bis mittlerer Karbonatgehalt,0,17,19,27,0.52,55,60,20,3815,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674233,5151869
150,150,609 - Eppan a.d.Weinstrasse,01 - Obstbau,M 9,sandiger Schluff,3.5,7,+  geringer bis mittlerer Karbonatgehalt,0,26,26,32,0.91,57,61,36,3798/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673794,5151860
151,151,609 - Eppan a.d.Weinstrasse,01 - Obstbau,M 9,sandiger Schluff,3.5,7,+  geringer bis mittlerer Karbonatgehalt,0,26,26,32,0.91,57,61,36,3759/3,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673770,5151860
152,152,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,2.1,7.1,+  geringer bis mittlerer Karbonatgehalt,0,28,26,36,1.14,76,17,18,6799/9,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674759,5151901
153,153,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser lehmiger Sand,4.2,7.2,+++  sehr hoher Karbonatgehalt,0,19,14,31,0.7,12,10,8,3695/7,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672907,5151822
154,154,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,schluffiger Sand,1.2,7.2,+  geringer bis mittlerer Karbonatgehalt,0,3,13,30,0.4,72,13,9,3819/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674346,5151835
155,155,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,stark humoser lehmiger Sand,9.2,7.3,+++  sehr hoher Karbonatgehalt,0,10,15,30,0.84,10,26,15,3700/2,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672824,5151791
156,156,609 - Eppan a.d.Weinstrasse,01 - Obstbau,39 - Red Delicious Stan,schluffiger Sand,1.8,6.8,+  geringer bis mittlerer Karbonatgehalt,0,27,26,22,0.53,40,105,49,3824/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674448,5151809
157,157,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,stark humoser lehmiger Sand,8.2,6.9,+++  sehr hoher Karbonatgehalt,0,22,18,27,0.81,12,23,13,3699/5,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672735,5151782
158,158,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,schluffiger Sand,1.2,7.2,+  geringer bis mittlerer Karbonatgehalt,0,3,13,30,0.4,72,13,9,3821,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674360,5151710
159,159,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,schluffiger Sand,1.2,7.2,+  geringer bis mittlerer Karbonatgehalt,0,3,13,30,0.4,72,13,9,3820,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674362,5151799
160,160,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,sandiger Schluff,0.8,7,+  geringer bis mittlerer Karbonatgehalt,0,28,23,38,0.85,53,19,22,3832/7,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674596,5151761
161,161,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,toniger Schluff,2.5,7.3,++  hoher Karbonatgehalt,0,12,7,20,0.48,16,17,11,3863/1,36,Limoso argilloso,36,toniger Schluff,75,15,10,673492,5151788
162,162,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Schluff,2.7,7.3,++  hoher Karbonatgehalt,0,25,21,27,1.01,33,29,17,3849,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674029,5151718
163,163,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,stark humoser lehmiger Sand,9.2,7.3,+++  sehr hoher Karbonatgehalt,0,10,15,30,0.84,10,26,15,3699/3,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,672811,5151746
164,164,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,sandiger Schluff,3.3,7.4,+++  sehr hoher Karbonatgehalt,0,8,17,28,0.7,29,19,7,3863/2,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673563,5151779
165,165,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.3,7.3,++  hoher Karbonatgehalt,0,19,28,33,1,46,38,24,3827/4,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674703,5151785
166,166,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.3,7.3,++  hoher Karbonatgehalt,0,19,28,33,1,46,38,24,3832/3,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674654,5151707
167,167,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,toniger Schluff,3.2,7.3,++  hoher Karbonatgehalt,0,16,16,34,0.84,80,19,24,3862/1,36,Limoso argilloso,36,toniger Schluff,75,15,10,673675,5151756
168,168,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,schluffiger Sand,2.5,6.6,+  geringer bis mittlerer Karbonatgehalt,0,24,25,20,0.62,63,73,32,3827/3,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674791,5151732
169,169,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.3,7.3,++  hoher Karbonatgehalt,0,19,28,33,1,46,38,24,3832/4,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674686,5151691
170,170,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,sandiger Schluff,3.3,6.9,+  geringer bis mittlerer Karbonatgehalt,0,52,26,27,2.08,64,29,32,3864/2,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673472,5151734
171,171,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,sandiger Schluff,0.8,7,+  geringer bis mittlerer Karbonatgehalt,0,28,23,38,0.85,53,19,22,3832/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,674477,5151699
172,172,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,stark humoser lehmiger Sand,11.3,7.3,+++  sehr hoher Karbonatgehalt,0,13,23,32,1.24,12,8,14,3695/6,25,umifero Sabbioso franco,25,lehmiger Sand,30,20,50,673013,5151699
173,173,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,2.9,7.1,++  hoher Karbonatgehalt,0,35,27,28,1.06,28,15,13,3699/4,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,672918,5151671
174,174,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser sandiger Schluff,4.2,7.2,++  hoher Karbonatgehalt,0,27,29,36,1.05,48,40,21,3862/2,9,mediamente dotato di humus Limoso sabbioso,9,sandiger Schluff,65,5,30,673638,5151705
175,175,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,schluffiger Sand,3,6.7,++  hoher Karbonatgehalt,0,35,19,29,0.81,42,69,49,3828/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674845,5151691
176,176,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,humoser sandiger Lehm,6.9,6.9,+++  sehr hoher Karbonatgehalt,0,42,25,30,1.15,19,99,65,3697/3,8,mediamente dotato di humus Franco sabbioso,8,sandiger Lehm,40,20,40,672757,5151723
177,177,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,sandiger Schluff,2.9,7.2,++  hoher Karbonatgehalt,0,28,23,24,1.29,27,29,13,3878/2,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673403,5151650
178,178,609 - Eppan a.d.Weinstrasse,01 - Obstbau,35 - Nicoter Kanzi?,schluffiger Sand,2.6,7.3,+  geringer bis mittlerer Karbonatgehalt,0,17,25,42,0.93,90,23,16,3832/5,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674739,5151649
179,179,609 - Eppan a.d.Weinstrasse,01 - Obstbau,18 - Fuji,humoser sandiger Lehm,6.9,6.9,+++  sehr hoher Karbonatgehalt,0,42,25,30,1.15,19,99,65,3698/2,8,mediamente dotato di humus Franco sabbioso,8,sandiger Lehm,40,20,40,672780,5151675
180,180,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,humoser schwach lehmiger Sand,4.6,6.8,+++  sehr hoher Karbonatgehalt,0,39,18,35,1.27,27,257,48,3698/1,13,mediamente dotato di humus Sabbioso debolmente franco,13,lehmiger Sand,20,7,73,672698,5151678
181,181,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser sandiger Schluff,4.2,7.2,++  hoher Karbonatgehalt,0,27,29,36,1.05,48,40,21,3862/3,9,mediamente dotato di humus Limoso sabbioso,9,sandiger Schluff,65,5,30,673742,5151688
182,182,609 - Eppan a.d.Weinstrasse,01 - Obstbau,26 - Granny Smith,sandiger Schluff,2.1,7.1,++  hoher Karbonatgehalt,0,26,15,23,0.68,30,57,17,3878/3,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673459,5151647
183,183,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,sandiger Schluff,2.9,7.2,++  hoher Karbonatgehalt,0,28,23,24,1.29,27,29,13,3878/1,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673338,5151655
184,184,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,sandiger Schluff,3.2,7.2,++  hoher Karbonatgehalt,0,11,11,36,1.1,60,33,14,3865,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673532,5151644
185,185,609 - Eppan a.d.Weinstrasse,01 - Obstbau,03 - Braeburn,sandiger Schluff,3.2,7.2,++  hoher Karbonatgehalt,0,11,11,36,1.1,60,33,14,3866,20,Limoso sabbioso,20,sandiger Schluff,65,5,30,673559,5151641
186,186,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schwach lehmiger Sand,1.3,7.3,+++  sehr hoher Karbonatgehalt,0,3,9,21,0.37,45,3,9,3878/4,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,673483,5151601
187,187,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,schwach lehmiger Sand,3.5,7.3,+++  sehr hoher Karbonatgehalt,0,8,19,16,0.58,12,7,11,3695/5,24,Sabbioso debolmente franco,24,lehmiger Sand,20,7,73,673070,5151651
188,189,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,toniger Schluff,3.8,7.3,+++  sehr hoher Karbonatgehalt,0,20,22,26,0.88,0,21,35,3868,36,Limoso argilloso,36,toniger Schluff,75,15,10,673648,5151666
189,190,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,toniger Schluff,3.8,7.3,+++  sehr hoher Karbonatgehalt,0,20,22,26,0.88,0,21,35,3867,36,Limoso argilloso,36,toniger Schluff,75,15,10,673614,5151634
190,191,609 - Eppan a.d.Weinstrasse,01 - Obstbau,26 - Granny Smith,schluffiger Sand,1.5,7,+  geringer bis mittlerer Karbonatgehalt,0,12,24,26,0.68,51,13,19,3833,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674428,5151618
191,192,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,toniger Schluff,3.8,7.3,+++  sehr hoher Karbonatgehalt,0,20,22,26,0.88,0,21,35,3869,36,Limoso argilloso,36,toniger Schluff,75,15,10,673705,5151602
192,193,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,toniger Schluff,3.8,7.3,+++  sehr hoher Karbonatgehalt,0,20,22,26,0.88,0,21,35,3870,36,Limoso argilloso,36,toniger Schluff,75,15,10,673674,5151626
193,194,609 - Eppan a.d.Weinstrasse,01 - Obstbau,10 - Pink Lady,schluffiger Sand,1.4,7,+  geringer bis mittlerer Karbonatgehalt,0,16,22,26,0.65,74,53,17,3829/1,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,674949,5151621
194,195,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,schluffiger Sand,2.9,7.1,++  hoher Karbonatgehalt,0,35,27,28,1.06,28,15,13,3697/7,23,Sabbioso limoso,23,schluffiger Sand,35,5,60,672933,5151646
195,196,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser lehmiger Sand,4.1,7.2,+++  sehr hoher Karbonatgehalt,0,37,21,27,1.16,16,10,15,3347,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,672629,5151587
196,197,609 - Eppan a.d.Weinstrasse,01 - Obstbau,35 - Nicoter Kanzi?,humoser lehmiger Sand,6.4,7.2,+++  sehr hoher Karbonatgehalt,0,13,33,19,1.54,12,19,19,3695/3,6,mediamente dotato di humus Sabbioso franco,6,lehmiger Sand,30,20,50,673122,5151592
197,198,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Lehm,3.7,7.2,+++  sehr hoher Karbonatgehalt,0,22,18,22,1.4,8,21,14,3345,19,Franco sabbioso,19,sandiger Lehm,40,20,40,672685,5151538
198,199,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schluffig lehmiger Sand,5.1,7,+++  sehr hoher Karbonatgehalt,0,46,37,27,1.1,20,108,33,3339/3,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,672960,5151583
199,200,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,humoser schluffig lehmiger Sand,5.1,7,+++  sehr hoher Karbonatgehalt,0,46,37,27,1.1,20,108,33,3339/1,10,mediamente dotato di humus Sabbioso franco limoso,10,lehmiger Sand,45,12,43,673015,5151591
200,201,609 - Eppan a.d.Weinstrasse,01 - Obstbau, ,sandiger Lehm,3.7,7.2,+++  sehr hoher Karbonatgehalt,0,22,18,22,1.4,8,21,14,3346,19,Franco sabbioso,19,sandiger Lehm,40,20,40,672708,5151587
201,202,609 - Eppan a.d.Weinstrasse,01 - Obstbau,45 - Verschiedene,humoser toniger Schluff,5.4,7.1,+++  sehr hoher Karbonatgehalt,0,33,31,27,0.73,14,284,34,3343,16,mediamente dotato di humus Limoso argilloso,16,toniger Schluff,75,15,10,672764,5151523
202,203,609 - Eppan a.d.Weinstrasse,01 - Obstbau,19 - Gala,toniger Schluff,3.6,7.3,+++  sehr hoher Karbonatgehalt,0,35,30,32,1.08,26,24,12,3846/1,36,Limoso argilloso,36,toniger Schluff,75,15,10,674257,5151543
